8050006918,0
8083605219,0
8083605219,3
8086995111,0
8105558067,0
8105558067,2
8107274724,0
8107274724,1
8107274724,2
8127428528,0
8156208679,0
8162150523,0
8168355683,0
8168355683,1
8170798183,0
8173716802,0
8195150263,0
8195150263,1
8238546587,0
8241472968,0
8253819115,0
8275722602,0
8309873253,0
8369057129,0
8382868263,0
8383860650,0
8386666957,0
8418214554,0
8427540745,0
8429127128,0
8429127128,1
8445403392,0
8445403392,1
8499728780,0
8507797079,0
8509139779,0
8509139779,1
8513212045,0
8544267350,0
8546146995,0
8546195037,0
8552816098,0
8576434309,0
8594964216,0
8612304115,0
8617122087,0
8671205675,0
8677212078,0
8679637651,0
8685332332,0
8690062661,0
8696550988,0
8698266191,0
8698266191,2
8713053299,0
8713053299,1
8713053299,2
8713053299,3
8757596739,0
8757596739,1
8777090819,0
8777090819,2
8785725024,0
8785725024,1
8787269676,0
8842743809,0
8855859093,0
8901252746,0
8951823211,0
8951823211,1
8958135330,0
8973182757,0
8990386597,0
8994312129,0
